Case #,Report Type,UCR Classification,Common Name,Address,Disposition,Occur from,Occur to,Rpt Date
15-000961,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3709 W STEVENS WAY NE,CLOSED,5/27/2015 07:00AM,5/27/2015 04:00PM,5/28/2015
15-000952,THEFT - BICYCLE,LARCENY - OTHER,MECH ENGINEERING ANNEX,3902  EAST STEVENS WAY NE,CLOSED,5/21/2015 07:00PM,5/22/2015 11:00AM,5/27/2015
15-000941,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,5/23/2015 05:00PM,5/26/2015 08:00AM,5/26/2015
15-000942,THEFT - BICYCLE,LARCENY - OTHER,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,5/25/2015 06:00AM,5/25/2015 07:45PM,5/26/2015
15-000945,THEFT - OTHER,LARCENY - OTHER,ANDERSON HALL,3715  WEST STEVENS WAY NE,ARREST,5/26/2015 01:04PM,5/26/2015 01:05PM,5/26/2015
15-000948,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,CEDAR APTS WEST,1112 NE 41ST ST,CLOSED,5/18/2015 12:00PM,5/26/2015 08:18PM,5/26/2015
15-000936,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HUTCHINSON HALL,4276  EAST STEVENS WAY NE,CLOSED,5/23/2015 07:00PM,5/23/2015 09:00PM,5/24/2015
15-000937,THEFT - BICYCLE,LARCENY - OTHER,WILLIAM H. GATES HALL,4293  MEMORIAL WAY NE,CLOSED,5/23/2015 08:30PM,5/23/2015 10:30PM,5/24/2015
15-000933,THEFT - BICYCLE,LARCENY - OTHER,MCCARTY HALL,4318  WHITMAN CT NE,CLEARED-ARREST,5/23/2015 11:15AM,5/23/2015 11:30AM,5/23/2015
15-000935,THEFT - BICYCLE,LARCENY - OTHER,ELM HALL,1218 NE CAMPUS PKY,CLOSED,5/23/2015 11:30PM,5/23/2015 11:37PM,5/23/2015
15-000924,THEFT - BICYCLE,LARCENY - OTHER,HANSEE HALL,2011 NE 45TH ST,CLOSED,5/22/2015 04:55AM,5/22/2015 09:00AM,5/22/2015
15-000926,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,5/22/2015 02:10PM,5/22/2015 02:15PM,5/22/2015
15-000928,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,5/22/2015 03:10PM,5/22/2015 03:30PM,5/22/2015
15-000929,THEFT - BICYCLE,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,5/22/2015 08:00AM,5/22/2015 06:00PM,5/22/2015
15-000914,THEFT - BICYCLE,LARCENY - OTHER,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,5/21/2015 06:42AM,5/21/2015 06:45AM,5/21/2015
15-000921,THEFT - BICYCLE,LARCENY - OTHER,ELM HALL,1218 NE CAMPUS PKY,CLOSED,5/21/2015 12:20AM,5/21/2015 10:00AM,5/21/2015
15-000906,THEFT - OTHER,LARCENY - OTHER,UW FARM,3100 NE WAHKIAKUM LN,CLOSED,5/19/2015 07:00PM,5/20/2015 12:01AM,5/20/2015
15-000912,THEFT - FROM BUILDING,LARCENY - POCKET-PICKING,MEANY HALL,4040  GEORGE WASHINGTON LN NE,CLOSED,5/20/2015 07:00PM,5/20/2015 10:30PM,5/20/2015
15-000897,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,SUZZALLO LIBRARY,1840 NE GRANT LN,CLOSED,5/21/2014 03:00PM,5/21/2014 03:05PM,5/19/2015
15-000899,THEFT - BICYCLE,LARCENY - OTHER,BLOEDEL HALL,3714  GARFIELD PL NE,CLOSED,5/17/2015 12:00PM,5/19/2015 12:00PM,5/19/2015
15-000894,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,5/18/2015 06:00PM,5/18/2015 08:10PM,5/18/2015
15-000886,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,C8 PARKING LOT,3905  WEST STEVENS WAY NE,CLOSED,5/17/2015 07:00AM,5/17/2015 04:15PM,5/17/2015
15-000869,ASSAULT - SIMPLE,SIMPLE ASSAULT,,0  NE 47TH ST/16TH AVE NE,CLOSED,5/15/2015 01:45AM,5/15/2015 01:55AM,5/15/2015
15-000873,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN,CLOSED,5/15/2015 09:35AM,5/15/2015 09:35AM,5/15/2015
15-000875,ASSAULT - SIMPLE,SIMPLE ASSAULT,MAGUS BOOK STORE,1403 NE 42ND STREET,CLOSED,5/13/2015 11:00PM,5/13/2015 11:10PM,5/15/2015
15-000860,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,BY GEORGE,4056  GEORGE WASHINGTON LN NE,CLOSED,5/13/2015 10:15PM,5/13/2015 11:00PM,5/14/2015
15-000863,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLEARED-EXCEPTIONAL,5/14/2015 08:00AM,5/14/2015 01:00PM,5/14/2015
15-000863,THEFT - FROM BUILDING,FRAUD-CREDIT CARD/ATM,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLEARED-EXCEPTIONAL,5/14/2015 08:00AM,5/14/2015 01:00PM,5/14/2015
15-000864,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,5/5/2015 03:00PM,5/5/2015 03:15PM,5/14/2015
15-000865,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,DENNY HALL,4216  MEMORIAL WAY NE,CLOSED,5/14/2015 03:30PM,5/14/2015 05:00PM,5/14/2015
15-000867,ASSAULT - SIMPLE,SIMPLE ASSAULT,HUB YARD,4100  YAKIMA LN NE,CLOSED,5/14/2015 08:20PM,5/14/2015 08:25PM,5/14/2015
15-000868,ASSAULT - SIMPLE,SIMPLE ASSAULT,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,ARREST,5/14/2015 09:45PM,5/14/2015 09:46PM,5/14/2015
15-000856,THEFT - BICYCLE,LARCENY - OTHER,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,5/12/2015 03:00PM,5/13/2015 01:00PM,5/13/2015
15-000857,THEFT - BICYCLE,LARCENY - OTHER,MARY GATES HALL,1851 NE GRANT LN,CLOSED,5/9/2015 10:00AM,5/10/2015 02:00AM,5/13/2015
15-000844,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLOSED,4/24/2015 12:00PM,4/26/2015 02:00PM,5/12/2015
15-000845,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG A,3925  ADAMS LN NE,CLOSED,5/9/2015 11:00AM,5/10/2015 12:00PM,5/12/2015
15-000851,THEFT - OTHER,LARCENY - OTHER,HUSKY STADIUM,3800  MONTLAKE BLVD NE,CLOSED,4/29/2015 07:30PM,4/29/2015 07:35PM,5/12/2015
15-000842,THEFT - BICYCLE,LARCENY - OTHER,,0  BROOKLYN AVE NE,CLOSED,5/10/2015 11:45PM,5/10/2015 11:45PM,5/11/2015
15-000834,THEFT - OTHER,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,5/9/2015 08:00PM,5/9/2015 09:20PM,5/10/2015
15-000837,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,4/11/2015 12:00PM,5/10/2015 10:14PM,5/10/2015
15-000838,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W21 PARKING GARAGE,1112 NE 41ST ST,CLOSED,5/9/2015 09:30PM,5/10/2015 11:31PM,5/10/2015
15-000830,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLEARED-ARREST,5/8/2015 11:48PM,5/8/2015 11:56PM,5/9/2015
15-000822,THEFT - BICYCLE,LARCENY - FROM BUILDING,MCMAHON HALL,4200  WHITMAN CT NE,CLOSED,5/7/2015 12:00PM,5/7/2015 05:00PM,5/8/2015
15-000825,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,C10 PARKING LOT,3709 W STEVENS WAY NE,ARREST,5/8/2015 02:15PM,5/8/2015 04:15PM,5/8/2015
15-000825,THEFT - CAR PROWL,FRAUD-CREDIT CARD/ATM,C10 PARKING LOT,3709 W STEVENS WAY NE,ARREST,5/8/2015 02:15PM,5/8/2015 04:15PM,5/8/2015
15-000823,THEFT - BICYCLE,LARCENY - OTHER,GOULD HALL,3950  UNIVERSITY WAY NE,ARREST,5/8/2015 02:30PM,5/8/2015 02:40PM,5/8/2015
15-000820,THEFT - BICYCLE,LARCENY - OTHER,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,5/7/2015 09:30PM,5/7/2015 10:15PM,5/7/2015
15-000807,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,HUSKY STADIUM SPORTS MEDICINE,3800 NE MONTLAKE BLVD,CLOSED,5/6/2015 11:42AM,5/6/2015 12:15PM,5/6/2015
15-000809,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,KANE HALL,4069  SPOKANE LN NE,CLOSED,5/6/2015 11:20AM,5/6/2015 11:30AM,5/6/2015
15-000810,ASSAULT - SIMPLE,SIMPLE ASSAULT,BLAKELEY VILLAGE,4747  30TH AVE NE,CLEARED-ARREST,5/6/2015 07:00PM,5/6/2015 07:00PM,5/6/2015
15-000800,THEFT - OTHER,LARCENY - FROM BUILDING,OLD QUAD,4150  KING LN NE,CLOSED,5/4/2015 05:00PM,5/5/2015 07:30AM,5/5/2015
15-000803,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,5/5/2015 02:30PM,5/5/2015 04:00PM,5/5/2015
15-000795,THEFT - OTHER,LARCENY - OTHER,C10 PARKING LOT,3709  WEST STEVENS WAY NE,CLOSED,5/1/2015 05:00PM,5/4/2015 09:00AM,5/4/2015
15-000788,THEFT - OTHER,LARCENY - OTHER,LAUREL VILLAGE,4200  MARY GATES MEMORIAL DR NE,CLOSED,5/2/2015 08:30PM,5/3/2015 05:45AM,5/3/2015
15-000791,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,5/3/2015 02:30PM,5/3/2015 06:15PM,5/3/2015
15-000773,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E4 PARKING LOT,3101 NE CLARK RD,CLOSED,4/30/2015 07:10PM,4/30/2015 08:20PM,4/30/2015
15-000774,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E4 PARKING LOT,3101 NE CLARK RD,CLOSED,4/30/2015 07:30PM,4/30/2015 08:30PM,4/30/2015
15-000757,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W32/33 PARKING LOT,1112 NE PACIFIC ST,CLOSED,4/28/2015 10:00PM,4/29/2015 11:25AM,4/29/2015
15-000759,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,CLOSED,4/19/2015 02:00PM,4/21/2015 01:00AM,4/29/2015
15-000754,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,BY GEORGE,4056  GEORGE WASHINGTON LN NE,CLOSED,4/28/2015 01:00AM,4/28/2015 02:45AM,4/28/2015
15-000745,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,4/26/2015 04:25PM,4/26/2015 04:30PM,4/27/2015
15-000747,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,BROOKLYN TRAIL BLDG,3903  BROOKLYN AVE NE,CLOSED,4/21/2015 06:00PM,4/24/2015 11:00AM,4/27/2015
15-000751,THEFT - BICYCLE,LARCENY - OTHER,KANE HALL,4069  SPOKANE LN NE,CLOSED,4/27/2015 06:30PM,4/27/2015 09:00PM,4/27/2015
15-000752,THEFT - BICYCLE,LARCENY - OTHER,MCMAHON HALL,4200  WHITMAN CT NE,CLOSED,4/25/2015 02:00PM,4/27/2015 05:32PM,4/27/2015
15-000739,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,4/24/2015 04:00PM,4/26/2015 06:00AM,4/26/2015
15-000740,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,4/25/2015 08:26AM,4/25/2015 08:30AM,4/26/2015
15-000731,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UW TOWER,4333  BROOKLYN AVE NE,CLOSED,4/15/2015 12:30PM,4/17/2015 10:30PM,4/25/2015
15-000733,THEFT - BICYCLE,LARCENY - FROM BUILDING,DEMPSEY HALL,4273  EAST STEVENS WAY NE,CLOSED,4/25/2015 12:45PM,4/25/2015 05:30PM,4/25/2015
15-000715,THEFT - BICYCLE,LARCENY - OTHER,GOULD HALL,3950  UNIVERSITY WAY NE,CLOSED,4/5/2015 08:00PM,4/6/2015 08:00AM,4/24/2015
15-000717,THEFT - BICYCLE,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,4/24/2015 06:30AM,4/24/2015 11:15AM,4/24/2015
15-000722,THEFT - BICYCLE,LARCENY - OTHER,ANDERSON HALL,3715  WEST STEVENS WAY NE,ARREST,4/24/2015 01:16PM,4/24/2015 03:30PM,4/24/2015
15-000721,THEFT - BICYCLE,LARCENY - OTHER,T WING OVERPASS,1720 NE PACIFIC ST,CLOSED,4/23/2015 08:00AM,4/23/2015 07:15PM,4/24/2015
15-000725,THEFT - BICYCLE,LARCENY - OTHER,HAGGETT HALL,4290  WHITMAN CT NE,CLOSED,4/20/2015 10:00AM,4/24/2015 05:00PM,4/24/2015
15-000726,THEFT - BICYCLE,LARCENY - OTHER,MILLER HALL,2012 NE SKAGIT LN,ARREST,4/24/2015 07:40AM,4/24/2015 04:30PM,4/24/2015
15-000727,THEFT - CAR PROWL,LARCENY - OF MV PART/ACCESSORIES,W45 PARKING GARAGE,4318  11TH AVE NE,CLOSED,4/24/2015 01:00PM,4/24/2015 05:00PM,4/24/2015
15-000728,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,E14 PARKING LOT,2703 NE CLARK RD,CLOSED,4/24/2015 05:20PM,4/24/2015 06:25PM,4/24/2015
15-000724,ASSAULT - SIMPLE,SIMPLE ASSAULT,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,4/24/2015 11:00AM,4/24/2015 01:00PM,4/24/2015
15-000702,THEFT - BICYCLE,LARCENY - OTHER,FISHERY SCIENCE BLDG,1122 NE BOAT ST,CLOSED,4/21/2015 10:00AM,4/21/2015 04:00PM,4/22/2015
15-000704,VEHICLE THEFT,MOTOR VEHICLE THEFT,N5 PARKING LOT,4350  EAST STEVENS WAY NE,CLOSED,4/22/2015 08:45AM,4/22/2015 05:30PM,4/22/2015
15-000700,THEFT - BICYCLE,LARCENY - OTHER,SAVERY HALL,4100  SPOKANE LN NE,CLOSED,4/21/2015 05:14PM,4/21/2015 05:15PM,4/21/2015
15-000694,THEFT - BICYCLE,LARCENY - OTHER,HUSKY UNION BUILDING,4001  EAST STEVENS WAY NE,CLOSED,4/17/2015 03:00PM,4/20/2015 03:30PM,4/20/2015
15-000695,THEFT - BICYCLE,LARCENY - OTHER,LAUREL VILLAGE,4200  MARY GATES MEMORIAL DR NE,CLOSED,4/20/2015 07:01PM,4/20/2015 07:12PM,4/20/2015
15-000668,ASSAULT - SIMPLE,SIMPLE ASSAULT,SOC WORK/SPEECH HEARING,4131  15TH AVE NE,CLOSED,4/15/2015 11:00AM,4/15/2015 11:05AM,4/17/2015
15-000669,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,4/17/2015 07:30AM,4/17/2015 11:00AM,4/17/2015
15-000671,THEFT - CAR PROWL,LARCENY - OF MV PART/ACCESSORIES,WATERFRONT ACTIVITIES CENTER,3701  WALLA WALLA RD NE,CLOSED,4/14/2015 08:00PM,4/16/2015 10:00AM,4/17/2015
15-000675,THEFT - BICYCLE,LARCENY - OTHER,C10 PARKING LOT,3709  WEST STEVENS WAY NE,CLOSED,4/17/2015 11:30AM,4/17/2015 03:30PM,4/17/2015
15-000676,THEFT - BICYCLE,LARCENY - OTHER,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,4/17/2015 09:00AM,4/17/2015 09:10AM,4/17/2015
15-000681,ASSAULT - SIMPLE,SIMPLE ASSAULT,HUTCHINSON HALL,4276  EAST STEVENS WAY NE,CLOSED,4/16/2015 09:00PM,4/16/2015 11:00PM,4/17/2015
15-000665,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,S1 PARKING LOT,1651 NE COLUMBIA RD,CLOSED,4/15/2015 02:30PM,4/15/2015 11:30PM,4/16/2015
15-000651,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,4/10/2015 05:00PM,4/13/2015 07:00AM,4/15/2015
15-000654,THEFT - BICYCLE,LARCENY - OTHER,MORE HALL,3760  EAST STEVENS WAY NE,CLOSED,4/13/2015 04:40PM,4/14/2015 10:30PM,4/15/2015
15-000656,THEFT - BICYCLE,LARCENY - OTHER,CONDON HALL,1100 NE CAMPUS PKY,CLOSED,4/15/2015 09:00AM,4/15/2015 04:15PM,4/15/2015
15-000657,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HEC EDMUNDSON PAVILION,3870  MONTLAKE BLVD NE,CLEARED-ARREST,4/15/2015 07:48PM,4/15/2015 07:52PM,4/15/2015
15-000657,THEFT - FROM BUILDING,TRESPASS OF REAL PROPERTY,HEC EDMUNDSON PAVILION,3870  MONTLAKE BLVD NE,CLEARED-ARREST,4/15/2015 07:48PM,4/15/2015 07:52PM,4/15/2015
15-000645,THEFT - BICYCLE PARTS,LARCENY - OTHER,ARCHITECTURE HALL,3943  WEST STEVENS WAY NE,CLOSED,4/4/2015 08:30AM,4/14/2015 08:34AM,4/14/2015
15-000666,THEFT - OTHER,LARCENY - OTHER,ELECTRICAL ENGINEERING BLDG,3787  EAST STEVENS WAY NE,CLOSED,4/14/2015 12:29PM,4/14/2015 12:30PM,4/14/2015
15-000641,THEFT - BICYCLE,LARCENY - OTHER,COMMUNICATIONS BLDG,4109  EAST STEVENS WAY NE,CLOSED,4/10/2015 06:00PM,4/13/2015 12:00PM,4/13/2015
15-000631,THEFT - BICYCLE,LARCENY - OTHER,HANSEE HALL,2011 NE 45TH ST,CLOSED,4/12/2015 05:20AM,4/12/2015 05:29AM,4/12/2015
15-000633,THEFT - BICYCLE,LARCENY - OTHER,PAUL G. ALLEN CENTER FOR CSE,3785  EAST STEVENS WAY NE,CLOSED,4/9/2015 12:30PM,4/10/2015 06:00PM,4/12/2015
15-000636,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,4/11/2015 06:00PM,4/12/2015 06:45PM,4/12/2015
15-000637,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,4/11/2015 07:30PM,4/12/2015 08:00PM,4/12/2015
15-000626,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,WALL OF DEATH,999 NE 40TH ST,CLOSED,4/10/2015 09:00PM,4/11/2015 10:21AM,4/11/2015
15-000627,THEFT - BICYCLE,LARCENY - FROM BUILDING,MERCER COURT APTS BLDG BCDE,3927  ADAMS LN NE,ARREST,4/5/2015 07:00PM,4/11/2015 09:50AM,4/11/2015
15-000629,THEFT - BICYCLE,LARCENY - OTHER,MCMAHON HALL,4200  WHITMAN CT NE,CLOSED,4/1/2015 10:00PM,4/11/2015 03:45PM,4/11/2015
15-000611,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,HANSEE HALL,2011 NE 45TH STREET,CLOSED,3/7/2015 04:08AM,4/8/2015 05:10PM,4/8/2015
15-000612,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,4/8/2015 07:00PM,4/8/2015 07:03PM,4/8/2015
15-000601,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,BY GEORGE,4056  GEORGE WASHINGTON LN NE,CLOSED,4/7/2015 01:30AM,4/7/2015 02:00AM,4/7/2015
15-000602,VEHICLE THEFT,MOTOR VEHICLE THEFT,CREATIVE COMMUNICATIONS,3900  7TH AVE NE,CLOSED,4/7/2015 06:45AM,4/7/2015 07:05AM,4/7/2015
15-000603,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,N24 PARKING LOT,4006  MASON RD NE,CLOSED,4/7/2015 09:14AM,4/7/2015 09:16AM,4/7/2015
15-000607,THEFT - BICYCLE,LARCENY - OTHER,HAGGETT HALL,4290  WHITMAN CT NE,CLOSED,4/2/2015 06:00PM,4/5/2015 06:00PM,4/7/2015
15-000594,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,UNIVERSITY OF WA MEDICAL CTR,1959 NE PACIFIC ST,CLOSED,4/2/2015 10:45AM,4/2/2015 11:00AM,4/6/2015
15-000586,THEFT - OTHER,LARCENY - OTHER,ARCHITECTURE HALL,3943  WEST STEVENS WAY NE,CLOSED,4/3/2015 11:55AM,4/3/2015 04:50PM,4/3/2015
15-000580,THEFT - BICYCLE,LARCENY - OTHER,SCHMITZ HALL,4100  UNIVERSITY WAY NE,CLOSED,4/2/2015 11:09PM,4/2/2015 11:10PM,4/2/2015
15-000566,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,3/31/2015 05:00PM,4/1/2015 06:30AM,4/1/2015
15-000567,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,3/31/2015 05:30PM,3/31/2015 07:00PM,4/1/2015
15-000568,THEFT - CAR PROWL,LARCENY - OF MV PART/ACCESSORIES,E1 PARKING LOT,4239  WALLA WALLA RD NE,CLOSED,3/30/2015 06:30AM,3/30/2015 03:30PM,4/1/2015
15-000558,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,3/30/2015 06:45AM,3/31/2015 08:11AM,3/31/2015
15-000559,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,CENTRAL PARKING GARAGE,4100  15TH AVE NE,CLOSED,3/30/2015 10:45AM,3/30/2015 05:40PM,3/31/2015
15-000560,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,3/31/2015 12:30AM,3/31/2015 05:50AM,3/31/2015
15-000562,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,BLAKELEY VILLAGE,4747  30TH AVE NE,CLOSED,3/30/2015 07:00PM,3/31/2015 02:20PM,3/31/2015
15-000563,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,ODEGAARD UNDERGRADUATE LIBRARY,4060  GEORGE WASHINGTON LN NE,CLOSED,3/31/2015 03:45PM,3/31/2015 07:00PM,3/31/2015
15-000549,THEFT - OTHER,LARCENY - OTHER,RED SQUARE,4063  SPOKANE LN NE,CLOSED,3/30/2015 02:00PM,3/30/2015 02:25PM,3/30/2015
15-000551,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W29 PARKING LOT,3801  BROOKLYN AVE NE,CLOSED,3/25/2015 06:00PM,3/30/2015 04:30PM,3/30/2015
15-000553,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,SMITH HALL,1911 NE SKAGIT LN,CLOSED,3/25/2015 12:00PM,3/27/2015 03:00PM,3/30/2015
15-000537,THEFT - BICYCLE,LARCENY - OTHER,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,3/27/2015 11:45AM,3/27/2015 11:50AM,3/27/2015
15-000537,THEFT - BICYCLE,SIMPLE ASSAULT,MAGNUSON HEALTH SCIENCES,1705 NE PACIFIC ST,CLOSED,3/27/2015 11:45AM,3/27/2015 11:50AM,3/27/2015
15-000539,THEFT - BICYCLE,LARCENY - OTHER,HENDERSON HALL,1013 NE LINCOLN WAY,CLOSED,3/27/2015 08:30AM,3/27/2015 11:30AM,3/27/2015
15-000533,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,,1961 NE COLUMBIA RD,CLOSED,3/26/2015 11:25AM,3/26/2015 11:27AM,3/26/2015
15-000534,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,TRIANGLE PARKING GARAGE,2121 NE PACIFIC PL,CLOSED,3/17/2015 10:00AM,3/19/2015 12:30PM,3/26/2015
15-000529,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,W46 PARKING GARAGE,4317  12TH AVE NE,CLOSED,3/25/2015 04:30PM,3/25/2015 06:00PM,3/25/2015
15-000519,ASSAULT - SIMPLE,SIMPLE ASSAULT,THE DISTRICT MARKET,1315 NE CAMPUS PARKWAY,CLOSED,3/24/2015 12:30PM,3/24/2015 12:40PM,3/24/2015
15-000521,THEFT - FROM BUILDING,LARCENY - FROM BUILDING,PARRINGTON HALL,4105  MEMORIAL WAY NE,CLOSED,3/23/2015 10:00AM,3/24/2015 03:00PM,3/24/2015
15-000511,THEFT - BICYCLE,LARCENY - OTHER,E8 PARKING LOT,3924  WALLA WALLA RD NE,CLOSED,3/22/2015 08:30AM,3/22/2015 11:30AM,3/22/2015
15-000512,THEFT - BICYCLE,LARCENY - OTHER,MCMAHON HALL,4200  WHITMAN CT NE,CLOSED,3/16/2015 03:00PM,3/22/2015 02:30PM,3/22/2015
15-000500,THEFT - BICYCLE,LARCENY - OTHER,SAVERY HALL,4100  SPOKANE LN NE,CLOSED,1/24/2015 12:00PM,2/28/2015 12:00PM,3/20/2015
15-000501,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,SURGERY PAVILION,2159 NE PACIFIC ST,CLOSED,3/17/2015 10:00PM,3/20/2015 11:40AM,3/20/2015
15-000487,THEFT - CAR PROWL,LARCENY - FROM VEHICLE/NOT PARTS,S1 PARKING LOT,1651 NE COLUMBIA RD,ARREST,3/18/2015 09:00PM,3/19/2015 07:30AM,3/19/2015
15-000489,THEFT - OTHER,LARCENY - OTHER,OLD QUAD,4150  KING LN NE,CLOSED,3/19/2015 08:45AM,3/19/2015 08:46AM,3/19/2015
15-000493,THEFT - BICYCLE,LARCENY - FROM BUILDING,"MERCER COURT APARTMENTS, #B",3927  ADAMS LANE NE,CLOSED,3/14/2015 11:30AM,3/19/2015 03:56PM,3/19/2015
15-000495,THEFT - BICYCLE,LARCENY - OTHER,HANSEE HALL,2011 NE 45TH ST,CLOSED,3/19/2015 01:30PM,3/19/2015 07:30PM,3/19/2015
